Tue Dec  6 22:24:17 2022    profile.o

         146142480 function calls (141306574 primitive calls) in 213.205 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.001    0.000    0.230    0.058 langevin.py:56(<listcomp>)
     1172    0.001    0.000    0.230    0.000 gen_linalg_ops.py:1860(matrix_square_root)
        2    0.000    0.000    0.229    0.115 binomial.py:154(batched_las_vegas_trial_fn)
        2    0.000    0.000    0.229    0.115 functional.py:16(<module>)
   898451    0.137    0.000    0.228    0.000 {built-in method builtins.hasattr}
        2    0.000    0.000    0.226    0.113 density.py:1(<module>)
        1    0.000    0.000    0.225    0.225 models.py:1(<module>)
       91    0.000    0.000    0.224    0.002 gradient.py:375(<lambda>)
       91    0.001    0.000    0.221    0.002 find_modes.py:73(<lambda>)
        1    0.000    0.000    0.220    0.220 binomial.py:90(_binomial_inversion)
     1506    0.005    0.000    0.218    0.000 distribution.py:2012(_expand_sample_shape_to_vector)
     1512    0.079    0.000    0.216    0.000 dtype_util.py:86(common_dtype)
46944/31834    0.065    0.000    0.214    0.000 autotrackable.py:58(__setattr__)
        2    0.000    0.000    0.213    0.107 data.py:1(<module>)
        1    0.000    0.000    0.213    0.213 _subplots.py:1(<module>)
     1506    0.017    0.000    0.206    0.000 distribution.py:150(_set_sample_static_shape_for_tensor)
      134    0.001    0.000    0.206    0.002 array_ops.py:1876(_apply_mask_1d)
        1    0.000    0.000    0.205    0.205 compression_ops.py:15(<module>)
        2    0.000    0.000    0.201    0.101 goftest.py:488(optimize_auto_init)
     1642    0.003    0.000    0.201    0.000 <decorator-gen-26>:1(cast)
        1    0.000    0.000    0.199    0.199 _axes.py:1(<module>)
        2    0.000    0.000    0.196    0.098 pywrap_tensorflow.py:15(<module>)
        1    0.000    0.000    0.195    0.195 structure.py:15(<module>)
     5905    0.043    0.000    0.194    0.000 <frozen importlib._bootstrap_external>:1498(find_spec)
        2    0.000    0.000    0.191    0.095 training_v1.py:15(<module>)
3249/2413    0.035    0.000    0.190    0.000 tracer.py:35(f_wrapped)
        1    0.000    0.000    0.190    0.190 _stats_py.py:19(<module>)
    32244    0.084    0.000    0.189    0.000 nest.py:185(_sequence_like)
     1774    0.017    0.000    0.189    0.000 clip_ops.py:31(clip_by_value)
    33745    0.042    0.000    0.188    0.000 <__array_function__ internals>:177(result_type)
        1    0.000    0.000    0.188    0.188 distribution_bijectors.py:15(<module>)
     3374    0.004    0.000    0.186    0.000 array_ops.py:4590(squeeze_v2)
        2    0.000    0.000    0.183    0.092 metrics.py:17(<module>)
        2    0.000    0.000    0.178    0.089 activations.py:15(<module>)
     4427    0.037    0.000    0.177    0.000 inspect.py:1102(getfullargspec)
   943563    0.175    0.000    0.175    0.000 {method 'get' of 'dict' objects}
   273275    0.175    0.000    0.175    0.000 context.py:985(scope_name)
        4    0.000    0.000    0.174    0.043 version.py:1(<module>)
     4086    0.006    0.000    0.174    0.000 tf_inspect.py:247(getfullargspec)
        2    0.000    0.000    0.172    0.086 training.py:15(<module>)
       26    0.000    0.000    0.170    0.007 hager_zhang.py:537(_prepare_args)
        6    0.000    0.000    0.169    0.028 gen_math_ops.py:11260(_sum_eager_fallback)
     4518    0.008    0.000    0.168    0.000 nest.py:1353(map_structure_up_to)
        1    0.000    0.000    0.165    0.165 contour.py:1(<module>)
     1071    0.013    0.000    0.164    0.000 math_grad.py:144(_SumGrad)
        2    0.000    0.000    0.163    0.082 while_v2.py:173(wrapped_body)
     2774    0.006    0.000    0.161    0.000 gen_math_ops.py:9284(select)
      588    0.007    0.000    0.161    0.000 langevin.py:184(log_transition_kernel)
     4518    0.025    0.000    0.160    0.000 nest.py:1434(map_structure_with_tuple_paths_up_to)
     1514    0.017    0.000    0.160    0.000 samplers.py:62(sanitize_seed)
        6    0.000    0.000    0.158    0.026 util.py:1(<module>)
    40024    0.035    0.000    0.158    0.000 {method 'any' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.157    0.157 sidecar_evaluator.py:15(<module>)
        1    0.000    0.000    0.157    0.157 distributions.py:8(<module>)
    21076    0.109    0.000    0.157    0.000 typing.py:958(_get_protocol_attrs)
     1506    0.003    0.000    0.155    0.000 <decorator-gen-100>:1(reduce_prod)
  614/603    0.004    0.000    0.154    0.000 func_graph.py:628(_create_op_internal)
     7895    0.013    0.000    0.154    0.000 gen_array_ops.py:9325(shape)
    64380    0.062    0.000    0.153    0.000 tensor_shape.py:1323(is_fully_defined)
     3638    0.023    0.000    0.152    0.000 array_ops.py:4535(squeeze)
    44/36    0.001    0.000    0.149    0.004 wrap_util.py:7(nary_f)
    44/36    0.000    0.000    0.148    0.004 differential_operators.py:31(elementwise_grad)
     1500    0.003    0.000    0.148    0.000 tf_should_use.py:242(wrapped)
      614    0.006    0.000    0.147    0.000 ops.py:3695(_create_op_internal)
        1    0.000    0.000    0.146    0.146 batched_rejection_sampler.py:87(body)
     5665    0.004    0.000    0.146    0.000 prefer_static.py:94(wrap)
      869    0.016    0.000    0.146    0.000 array_ops.py:3238(ones)
       26    0.001    0.000    0.145    0.006 bfgs.py:344(_update_inv_hessian)
33346/30324    0.024    0.000    0.145    0.000 data_structures.py:132(sticky_attribute_assignment)
     3223    0.005    0.000    0.143    0.000 tf_inspect.py:108(getargspec)
    10145    0.014    0.000    0.142    0.000 gen_math_ops.py:24(_abs)
     5121    0.019    0.000    0.142    0.000 array_ops.py:660(shape_internal)
      268    0.011    0.000    0.141    0.001 quantiles.py:571(_get_indices)
     4961    0.004    0.000    0.141    0.000 array_ops.py:633(shape)
     4833    0.011    0.000    0.140    0.000 gen_math_ops.py:5439(log)
    10535    0.013    0.000    0.139    0.000 re.py:289(_compile)
   696646    0.139    0.000    0.139    0.000 tensor_shape.py:265(value)
    20010    0.009    0.000    0.138    0.000 np_utils.py:584(_maybe_static)
    13538    0.011    0.000    0.138    0.000 typing.py:975(_is_callable_members_only)
       18    0.000    0.000    0.137    0.008 goftest.py:316(power_criterion)
        1    0.000    0.000    0.136    0.136 collections.py:1(<module>)
     2777    0.027    0.000    0.136    0.000 array_ops.py:6966(stop_gradient)
  233/188    0.000    0.000    0.134    0.001 <frozen importlib._bootstrap_external>:1172(exec_module)
  233/188    0.096    0.000    0.133    0.001 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.133    0.133 backend_bases.py:1(<module>)
     3223    0.004    0.000    0.132    0.000 tf_inspect.py:65(_getargspec)
       22    0.000    0.000    0.132    0.006 bfgs.py:355(_do_update_inv_hessian)
    20010    0.057    0.000    0.129    0.000 math_ops.py:5082(_tensordot_axes)
     1500    0.005    0.000    0.129    0.000 function_cache.py:114(lookup)
       20    0.001    0.000    0.128    0.006 goftest.py:276(feature_tensor)
     3150    0.008    0.000    0.124    0.000 gen_math_ops.py:656(_any)
    40065    0.020    0.000    0.123    0.000 _methods.py:54(_any)
     2992    0.005    0.000    0.122    0.000 <decorator-gen-10>:1(shape_v2)
      134    0.003    0.000    0.122    0.001 np_array_ops.py:1214(triu)
     1602    0.002    0.000    0.121    0.000 <decorator-gen-76>:1(maximum)
     3638    0.007    0.000    0.121    0.000 gen_array_ops.py:10318(squeeze)
        2    0.000    0.000    0.121    0.060 tensor_array_ops.py:15(<module>)
      714    0.008    0.000    0.121    0.000 math_grad.py:1352(_MulGrad)
        1    0.000    0.000    0.120    0.120 graph_view.py:1(<module>)
      445    0.003    0.000    0.120    0.000 sre_compile.py:759(compile)
      134    0.000    0.000    0.120    0.001 gen_array_ops.py:12607(where)
        4    0.000    0.000    0.119    0.030 api.py:3(<module>)
        1    0.000    0.000    0.118    0.118 optimizer.py:16(<module>)
    18755    0.024    0.000    0.117    0.000 ops.py:1069(__bool__)
        8    0.000    0.000    0.117    0.015 binomial.py:120(_stirling_approx_tail)
     4000    0.010    0.000    0.117    0.000 artist.py:1375(get_valid_values)
        1    0.000    0.000    0.114    0.114 widgets.py:1(<module>)
       22    0.001    0.000    0.114    0.005 bfgs.py:372(_bfgs_inv_hessian_update)
     1428    0.006    0.000    0.114    0.000 math_grad.py:64(SmartBroadcastGradientArgs)
     2992    0.017    0.000    0.114    0.000 prefer_static.py:424(_shape)
11322/11316    0.027    0.000    0.114    0.000 ops.py:140(_convert_to_tensor)
     4115    0.019    0.000    0.113    0.000 <frozen importlib._bootstrap_external>:1034(get_data)
        1    0.000    0.000    0.112    0.112 dataset_ops.py:15(<module>)
        1    0.000    0.000    0.111    0.111 patches.py:1(<module>)
9625/6949    0.009    0.000    0.110    0.000 contextlib.py:108(__enter__)
   318893    0.109    0.000    0.109    0.000 {method 'pop' of 'list' objects}
        2    0.000    0.000    0.109    0.054 goftest.py:540(optimize_locs_widths)
        2    0.000    0.000    0.109    0.054 __init__.py:3220(_call_aside)
        1    0.000    0.000    0.109    0.109 __init__.py:3246(_initialize_master_working_set)
   127304    0.042    0.000    0.108    0.000 tensor_shape.py:860(ndims)
        2    0.000    0.000    0.108    0.054 iterator_ops.py:15(<module>)
        1    0.000    0.000    0.107    0.107 axes3d.py:1(<module>)
     3165    0.007    0.000    0.105    0.000 gen_math_ops.py:4794(is_finite)
    52154    0.060    0.000    0.104    0.000 inspect.py:2489(__init__)
        2    0.000    0.000    0.103    0.052 callbacks.py:17(<module>)
     1500    0.003    0.000    0.103    0.000 tensor_array_ops.py:1150(write)
        2    0.000    0.000    0.103    0.052 _minimize.py:46(minimize)
        2    0.001    0.000    0.102    0.051 _lbfgsb_py.py:212(_minimize_lbfgsb)
      614    0.010    0.000    0.100    0.000 ops.py:1987(__init__)
     1500    0.003    0.000    0.100    0.000 tensor_array_ops.py:840(write)
   110238    0.100    0.000    0.100    0.000 dtypes.py:82(as_numpy_dtype)
      456    0.000    0.000    0.100    0.000 re.py:250(compile)
        2    0.000    0.000    0.100    0.050 __init__.py:8(<module>)
    16929    0.018    0.000    0.099    0.000 execute.py:275(<listcomp>)
      615    0.026    0.000    0.098    0.000 __init__.py:313(namedtuple)
     1500    0.034    0.000    0.098    0.000 tensor_array_ops.py:790(_write)
        1    0.000    0.000    0.097    0.097 cloning.py:16(<module>)
    12929    0.012    0.000    0.096    0.000 np_utils.py:503(<listcomp>)
     9840    0.028    0.000    0.096    0.000 tensor_shape.py:1231(is_compatible_with)
     3516    0.003    0.000    0.095    0.000 gen_linalg_ops.py:1329(matrix_determinant)
        1    0.000    0.000    0.095    0.095 parsing_ops.py:15(<module>)
        1    0.000    0.000    0.094    0.094 parsing_ops.py:16(<module>)
        2    0.000    0.000    0.094    0.047 distributed_training_utils_v1.py:15(<module>)
        1    0.000    0.000    0.093    0.093 distribute_utils.py:15(<module>)
        1    0.000    0.000    0.093    0.093 _continuous_distns.py:6(<module>)
        1    0.000    0.000    0.093    0.093 tpu_values.py:15(<module>)
        1    0.000    0.000    0.092    0.092 tpu_replicated_variable.py:15(<module>)
        2    0.000    0.000    0.092    0.046 training_arrays_v1.py:15(<module>)
        1    0.000    0.000    0.091    0.091 parsing_config.py:15(<module>)
    77150    0.030    0.000    0.091    0.000 nest.py:255(_yield_value)
    44/36    0.000    0.000    0.091    0.003 core.py:8(make_vjp)
    44/36    0.000    0.000    0.091    0.003 tracer.py:7(trace)
    50405    0.029    0.000    0.091    0.000 dtypes.py:188(__ne__)
    34117    0.028    0.000    0.091    0.000 tensor_util.py:1086(maybe_set_static_shape)
    76823    0.031    0.000    0.090    0.000 tensor_shape.py:846(dims)
     4518    0.006    0.000    0.090    0.000 nest.py:1527(<listcomp>)
    44/36    0.000    0.000    0.090    0.002 wrap_util.py:9(unary_f)
     3884    0.009    0.000    0.089    0.000 gen_math_ops.py:5076(less)
     1340    0.005    0.000    0.089    0.000 array_ops.py:2627(matrix_diag_part)
       18    0.000    0.000    0.089    0.005 __init__.py:607(add_entry)
     2994    0.005    0.000    0.086    0.000 function_cache.py:78(__eq__)
     2070    0.005    0.000    0.086    0.000 gen_math_ops.py:6393(minimum)
      464    0.001    0.000    0.085    0.000 __init__.py:2052(find_on_path)
        1    0.000    0.000    0.085    0.085 saver.py:17(<module>)
     1498    0.012    0.000    0.085    0.000 samplers.py:167(fold_in)
     1421    0.002    0.000    0.083    0.000 ops.py:7144(to_raw_op)
     4395    0.016    0.000    0.083    0.000 <frozen importlib._bootstrap>:477(_init_module_attrs)
        4    0.001    0.000    0.082    0.021 langevin.py:59(<listcomp>)
     1172    0.001    0.000    0.082    0.000 gen_linalg_ops.py:1471(matrix_inverse)
     1642    0.004    0.000    0.081    0.000 ops.py:394(<lambda>)
    20279    0.011    0.000    0.081    0.000 ops.py:7120(_is_keras_symbolic_tensor)
     1421    0.002    0.000    0.081    0.000 tf_export.py:390(kwarg_only)
      104    0.002    0.000    0.080    0.001 _distn_infrastructure.py:1723(__init__)
        1    0.000    0.000    0.079    0.079 stateful_random_ops.py:335(from_seed)
    40024    0.033    0.000    0.079    0.000 np_utils.py:69(_to_numpy_type)
     4518    0.003    0.000    0.078    0.000 nest.py:1429(<lambda>)
    31025    0.078    0.000    0.078    0.000 {built-in method posix.stat}
        2    0.000    0.000    0.078    0.039 generic.py:1(<module>)
5988/2994    0.014    0.000    0.078    0.000 default_types.py:126(__eq__)
        1    0.000    0.000    0.077    0.077 stateful_random_ops.py:162(create_rng_state)
        1    0.000    0.000    0.077    0.077 stateful_random_ops.py:158(_make_state_from_seed)
        1    0.000    0.000    0.077    0.077 stateful_random_ops.py:90(_make_1d_state)
        1    0.000    0.000    0.076    0.076 authoring.py:15(<module>)
     1501    0.027    0.000    0.076    0.000 function_spec.py:309(canonicalize_function_inputs)
     3012    0.012    0.000    0.076    0.000 distribution.py:1981(_name_and_control_scope)
     8308    0.008    0.000    0.075    0.000 context.py:2156(internal_operation_seed)
      445    0.002    0.000    0.075    0.000 sre_parse.py:937(parse)
     8048    0.010    0.000    0.074    0.000 prefer_static.py:76(<listcomp>)
     6000    0.012    0.000    0.074    0.000 ops.py:1042(__tf_tracing_type__)
      714    0.001    0.000    0.074    0.000 math_grad.py:1721(_MatMulGrad)
      156    0.004    0.000    0.073    0.000 distribution.py:199(__new__)
     2782    0.005    0.000    0.073    0.000 gen_array_ops.py:12721(zeros_like)
        1    0.000    0.000    0.073    0.073 generic.py:3376(to_csv)
        1    0.000    0.000    0.072    0.072 format.py:1131(to_csv)
     1642    0.008    0.000    0.072    0.000 ops.py:384(_cast)
     1340    0.004    0.000    0.072    0.000 gen_array_ops.py:5169(matrix_diag_part_v3)
      714    0.003    0.000    0.072    0.000 math_grad.py:1689(_MatMulGradAgainstFirstOnly)
        1    0.000    0.000    0.072    0.072 _lil.py:1(<module>)
99931/99729    0.031    0.000    0.072    0.000 {method 'join' of 'str' objects}
        6    0.000    0.000    0.071    0.012 _differentiable_functions.py:254(_update_grad)
        4    0.000    0.000    0.071    0.018 _differentiable_functions.py:166(update_grad)
        1    0.000    0.000    0.071    0.071 csvs.py:236(save)
        4    0.000    0.000    0.071    0.018 _differentiable_functions.py:162(grad_wrapped)
     1398    0.005    0.000    0.071    0.000 array_ops.py:207(fill)
 1326/445    0.004    0.000    0.071    0.000 sre_parse.py:435(_parse_sub)
        1    0.000    0.000    0.071    0.071 absolute_value.py:15(<module>)
        1    0.000    0.000    0.071    0.071 ragged_math_ops.py:15(<module>)
      900    0.002    0.000    0.070    0.000 dispatch.py:1006(add_dispatch_support)
        1    0.000    0.000    0.070    0.070 bijector.py:15(<module>)
